child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
klassi_juhataja	NOUN	Gen	Sing	soov	NOUN	Com	Sing	klassijuhataja sooviga	Helistas poja ___klassijuhataja___ ___sooviga___ kohtuda .	29728	23
reguleerimine	NOUN	Gen	Sing	vahend	NOUN	Ess	Sing	reguleerimise vahendina	Missugune meetod võiks olla tõhus sündimuse ___reguleerimise___ ___vahendina___ ?	29844	1
liige	NOUN	Gen	Plur	ootus	NOUN	Com	Plur	liikmete ootustega	Igal pereliikmel on oma roll , mis on seotud teiste ___liikmete___ teatud ___ootustega___ .	29866	49
laps	NOUN	Gen	Sing	isa	NOUN	Com	Sing	lapse isaga	Ma pole oma ___lapse___ ___isaga___ koos elanudki .	29886	810
isa	NOUN	Gen	Sing	lemmik_muusika	NOUN	Com	Sing	isa lemmikmuusikaga	Väärt kink on ka soojad toasussid või sall läheneva talve puhul , plaat ___isa___ ___lemmikmuusikaga___ pimedate ja pikkade õhtute eel .	29979	469
organisatsioon	NOUN	Gen	Plur	stipendi_aat	NOUN	Ess	Sing	organisatsioonide stipendiaadina	Seda saab teha rahvusvaheliste ___organisatsioonide___ , programmide , valitsuste , fondide ja ülikoolide ___stipendiaadina___ ; üliõpilasvahetuse korras ülikoolide- ja riikidevaheliste lepingute alusel või isiklikul algatusel .	30105	12
partner_üli_kool	NOUN	Gen	Sing	vastu_võtu_tingimus	NOUN	Com	Plur	partnerülikooli vastuvõtutingimustega	Enne välismaale õppima asumist tuleb viia ennast kurssi ___partnerülikooli___ ___vastuvõtutingimustega___ .	30110	3
rektor	NOUN	Gen	Sing	käsk_kiri	NOUN	Com	Sing	rektori käskkirjaga	Seda tehakse ___rektori___ ___käskkirjaga___ pärast lepingu sõlmimist ja õppemaksu tasumist enne õppetöö algust .	30169	3
naaber	NOUN	Gen	Sing	harjumus	NOUN	Com	Plur	naabri harjumustega	Võrrelge enda harjumusi ___naabri___ ___harjumustega___ .	30220	35
õpilane	NOUN	Gen	Plur	üle_koormus	NOUN	Com	Sing	õpilaste ülekoormusega	Kas koolis on tegemist ___õpilaste___ ___ülekoormusega___ ja milles see väljendub ?	30240	429
kool	NOUN	Gen	Sing	direktor	NOUN	Com	Sing	kooli direktoriga	Jutuajamine ___kooli___ ___direktoriga___ .	30274	1013
silma_ring	NOUN	Gen	Sing	laiendamine	NOUN	Com	Sing	silmaringi laiendamisega	Teil on suurepärased võimalused ühendada ranna- ja kultuurielamused ___silmaringi___ ___laiendamisega___ .	30388	9
tehnoloogia	NOUN	Gen	Sing	areng	NOUN	Com	Sing	tehnoloogia arenguga	Ühes ___tehnoloogia___ kiire ___arenguga___ muutub ka töö iseloom .	30655	26
laps	NOUN	Gen	Plur	kooli_minek	NOUN	Ter	Sing	laste kooliminekuni	Kuni ___laste___ ___kooliminekuni___ peaks naine olema kodune .	30813	810
kaup	NOUN	Gen	Sing	komplekteeri=ja	NOUN	Ess	Sing	kauba komplekteerijana	Varem töötas ta laos ___kauba___ ___komplekteerijana___ , kuid nüüd soovib minna tööle politseisse .	30887	37
võrk	NOUN	Gen	Sing	käigus_hoidmine	NOUN	Com	Sing	võrgu käigushoidmisega	Vabatahtlike ühendus IETF ( Internet Engineering Task Force ) arutab tehnilisi probleeme ja ___võrgu___ ___käigushoidmisega___ seotud küsimusi .	31089	14
üli_kool	NOUN	Gen	Sing	tudeng	NOUN	Ess	Sing	ülikooli tudengina	Kui Torvalds 1991. aastal Helsingi ___ülikooli___ ___tudengina___ endale uue arvuti ostis ja hakkas sellele operatsioonisüsteemi tegema , sest turul olevad olid kas kallid või halvad , siis ei võinud keegi veel teada , mis juhtuma hakkab .	31099	98
inimene	NOUN	Gen	Sing	kokku_varisemine	NOUN	Ter	Sing	inimese kokkuvarisemiseni	Ülipikad tööpäevad viivad ___inimese___ ___kokkuvarisemiseni___ .	31171	1323
inim_tegevus	NOUN	Gen	Sing	tulemus	NOUN	Ess	Sing	inimtegevuse tulemusena	Kui ___inimtegevuse___ ___tulemusena___ tõuseb kasvuhoonegaaside hulk kahekordseks , siis toimuvad atmosfääris tõsised muutused ja maapinna temperatuur 5 kraadi võrra .	31381	6
kliima	NOUN	Gen	Sing	soojenemine	NOUN	Com	Sing	kliima soojenemisega	Missugused muudatused leiavad planeedil aset seoses ___kliima___ ___soojenemisega___ ?	31397	28
maastiku_kaitse_ala	NOUN	Gen	Sing	eri_tüüp	NOUN	Ess	Plur	Maastikukaitseala eritüüpidena	___Maastikukaitseala___ ___eritüüpidena___ käsitletakse ka kaitse alla võetud parke ja botaanikaaedu .	31405	6
mets	NOUN	Gen	Plur	majandamine	NOUN	Com	Sing	metsade majandamisega	Liikide kadumist seostatakse mitmesuguse ___metsade___ ___majandamisega___ seotud tegevuse , veekogude muutmise ja põllumajandusliku tegevusega , samuti kliimamuutustega .	31420	201
loodus	NOUN	Gen	Sing	kaitsmine	NOUN	Com	Sing	looduse kaitsmisega	Kas ___looduse___ ___kaitsmisega___ tegeldakse Eestis teie arvates piisavalt ?	31424	153
ilmastik	NOUN	Gen	Sing	muutumine	NOUN	Com	Sing	ilmastiku muutumisega	Milline on teie prognoos seoses ___ilmastiku___ ___muutumisega___ ?	31438	3
osooni_kiht	NOUN	Gen	Sing	hõrenemine	NOUN	Com	Sing	osoonikihi hõrenemisega	Kas on võimalik võidelda ___osoonikihi___ ___hõrenemisega___ ?	31445	4
kliima	NOUN	Gen	Sing	muutumine	NOUN	Com	Sing	kliima muutumisega	Ka sagenenud tugevaid torme ning mitmete piirkondade suurt sademetehulka koos üleujutustega seostatakse ___kliima___ ___muutumisega___ .	31475	28
energeetika	NOUN	Gen	Sing	areng	NOUN	Com	Sing	energeetika arenguga	Seoses kütmisega ja ___energeetika___ ___arenguga___ on meil kõrge vääveldioksiidisaaste .	31482	2
vesi	NOUN	Gen	Sing	tarbija	NOUN	Ter	Sing	vee tarbijani	Olmevett jätkub , sest üleujutused toovad ___vee___ ___tarbijani___ .	31545	131
auto	NOUN	Gen	Plur	heitgaas	NOUN	Com	Plur	autode heitgaasidega	Linnas on õhk saastunud ettevõtete õhku paisatava suitsu ja ___autode___ ___heitgaasidega___ .	31616	196
ennetamine	NOUN	Gen	Sing	kontroll	NOUN	Com	Sing	ennetamise kontrolliga	Terviseasutused tegelevad ka haiguste ___ennetamise___ ja elukeskkonna ___kontrolliga___ .	31629	4
keha_kaal	NOUN	Gen	Sing	muutus	NOUN	Com	Sing	kehakaalu muutusega	Kui on tegemist äkilise ___kehakaalu___ ___muutusega___ , siis see võib olla tingitud ka hormonaalsetest häiretest .	31710	12
sõltuvus	NOUN	Gen	Sing	tekkimine	NOUN	Ter	Sing	sõltuvuse tekkimiseni	Moonivedeliku süstimine viib kiiresti raske ___sõltuvuse___ ___tekkimiseni___ .	31797	11
narko_maania	NOUN	Gen	Sing	levik	NOUN	Com	Sing	narkomaania levikuga	Seoses ___narkomaania___ laialdase ___levikuga___ intervjueeriti narkomaane .	31800	2
mee	NOUN	Gen	Sing	jõhvi_kakis_sell	NOUN	Com	Sing	meega jõhvikakisselliga	Magustoiduks võiksid olla pannkoogid ___meega___ või kohupiimakreem ___jõhvikakisselliga___ .	31891	2
tervise_sport	NOUN	Gen	Sing	ala	NOUN	Com	Plur	tervisespordi aladega	Missuguste ___tervisespordi___ ___aladega___ võiks iga inimene tegeleda ?	31920	7
president	NOUN	Gen	Sing	au_märk	NOUN	Com	Sing	presidendi aumärgiga	Kaheksat doonorit , kes on verd loovutanud üle 100 korra , tunnustati vabariigi ___presidendi___ ___aumärgiga___ .	32022	48
lääs	NOUN	Gen	Sing	kesk_klass	NOUN	Com	Sing	lääne keskklassiga	Eesti kõrgkihti ei saa veel materiaalse poole pealt võrrelda ___lääne___ ___keskklassiga___ , kuna see eeldaks , et peale oma maja peaks näiteks kolmeliikmelise pere sissetulek olema kuus vähemalt 50 000 krooni .	32095	10
politsei	NOUN	Gen	Sing	saabumine	NOUN	Ter	Sing	politsei saabumiseni	Püüdke säilitada sündmuskoht ___politsei___ ___saabumiseni___ võimalikult puutumatuna .	32321	18
reisi_kogemus	NOUN	Gen	Plur	lisandumine	NOUN	Com	Sing	reisikogemuste lisandumisega	Inimeste haridustaseme kasvu ja ___reisikogemuste___ ___lisandumisega___ kaasnevad uued ootused .	32431	1
viie_tärnis	NOUN	Gen	Plur	luksus_hotell	NOUN	Ter	Plur	viietärniste luksushotellideni	Valida on võimalik alates üliodavatest kuni ___viietärniste___ ___luksushotellideni___ .	32473	1
tärn	NOUN	Gen	Plur	arv	NOUN	Com	Sing	tärnide arvuga	Valida võib erineva ___tärnide___ ___arvuga___ hotellide vahel .	32488	3
tärn	NOUN	Gen	Plur	arv	NOUN	Com	Sing	tärnide arvuga	Valida võib erineva ___tärnide___ ___arvuga___ hotellide vahel .	32490	3
elanik	NOUN	Gen	Plur	elu	NOUN	Com	Sing	elanike eluga	Maaturism on väikesemahuline turism maakeskkonnas , millele on iseloomulik väikeettevõtlus , looduskeskkond ja seos kohalike ___elanike___ igapäevase ___eluga___ , kokkupuude rahvapärimusega .	32514	33
maa_ilm	NOUN	Gen	Sing	paik	NOUN	Com	Plur	maailma paikadega	Kas te kasutaksite ___maailma___ eri ___paikadega___ tutvumiseks võimalust töötada vabatahtlikuna ?	32575	223
maa_ilm	NOUN	Gen	Sing	silm	NOUN	Com	Plur	maailma silmadega	Vaadata ___maailma___ teistsuguste ___silmadega___ , pääseda teistesse olenditesse , püüda maailmast aru saada teiste seisukohast , tung põgeneda oma piiratusest , tekitada kujutlusi , avardada oma piire .	32834	223
näitleja	NOUN	Gen	Sing	sõna	NOUN	Com	Sing	näitleja sõnaga	Teatrietendus avaldab mõju mitte üksnes ___näitleja___ ___sõnaga___ , vaid ka muusika , liikumise , valgustuse , lavakujunduse , kostüümide kaudu .	32839	80
teatri_maja	NOUN	Gen	Sing	taas_avamine	NOUN	Ter	Sing	teatrimaja taasavamiseni	Kuni ___teatrimaja___ ___taasavamiseni___ 1947. aastal mängiti edasi kinos Gloria Palace ( praegune Tallinna Vene Draamateater ) .	32881	6
kirjanik	NOUN	Gen	Sing	fantaasia	NOUN	Com	Sing	kirjaniku fantaasiaga	Võrumaalt kuuldud ja kogutud tõestisündinud lood põimuvad selles näidendis ___kirjaniku___ ___fantaasiaga___ .	32962	41
kool	NOUN	Gen	Sing	buss	NOUN	Com	Sing	kooli bussiga	Tema sõidab ___kooli___ ___bussiga___ .	33497	1013
kool	NOUN	Gen	Sing	jalg_ratas	NOUN	Com	Sing	kooli jalgrattaga	Ta sõidab ___kooli___ ___jalgrattaga___ .	33499	1013
kooli_maja	NOUN	Gen	Sing	ehitamine	NOUN	Com	Sing	koolimaja ehitamisega	Minu koolis pole koolivormi , kuid seoses uue ___koolimaja___ ___ehitamisega___ paluti õpilastel sellel teemal mõelda .	34342	36
tuule_pea	NOUN	Gen	Sing	inimene	NOUN	Com	Sing	tuulepea inimesega	Kui aga kellelgi on palju sõpru , siis on tegemist ___tuulepea___ ja kergemeelse ___inimesega___ .	34456	2
lamba_koer	NOUN	Gen	Sing	välimus	NOUN	Com	Sing	lambakoera välimusega	Siis sai ta oma esimese koera , saksa ___lambakoera___ ___välimusega___ Roksi .	34550	4
inimene	NOUN	Gen	Plur	abi	NOUN	Com	Sing	inimeste abiga	Nii elavad linnud ja loomad raske talve ___inimeste___ ___abiga___ üle .	34651	1323
kool	NOUN	Gen	Sing	jalg_ratas	NOUN	Com	Sing	kooli jalgrattaga	Sõidan ___kooli___ ___jalgrattaga___ .	35211	1013
hülge_poeg	NOUN	Gen	Sing	kuju	NOUN	Com	Sing	Hülgepoja kujuga	___Hülgepoja___ ___kujuga___ robot Paro ülesandeks on haigete inimeste lõbustamine .	35388	1
̈	NOUN	Gen	Sing	kra	NOUN	Com	Sing	̈ kradega	Nad palkasid oma lastele erao ̃ petaja ja hiljem lo ̃ id koos siilide ja ma ___̈___ ___kradega___ erakooli .	36194	1
sõprus_kool	NOUN	Gen	Sing	õpilane	NOUN	Com	Plur	sõpruskooli õpilastega	Mulle meeldis meie viimane klassiõhtu , mis toimus koos ___sõpruskooli___ ___õpilastega___ Riiast .	36378	1
käsi_kell	NOUN	Gen	Plur	ansambli_mäng	NOUN	Com	Sing	käsikellade ansamblimänguga	Kati on üks neist vähestest inimestest Eestis , kes tegeleb ___käsikellade___ ___ansamblimänguga___ .	36506	2
kool	NOUN	Gen	Sing	majandus_programm	NOUN	Com	Sing	kooli majandusprogrammiga	Tähtis on su enda tahtmine ning see , kas sul on mõttekaaslasi ja kas sinu idee sobib ___kooli___ ___majandusprogrammiga___ .	36522	1013
mahla_pakk	NOUN	Gen	Plur	saamine	NOUN	Com	Sing	mahlapakkide saamisega	Algul oli meil raskusi ___mahlapakkide___ ___saamisega___ .	36535	4
täht	NOUN	Gen	Plur	number	NOUN	Com	Plur	tähtede numbritega	Aadress kirjutatakse ladina ___tähtede___ ja araabia ___numbritega___ .	37883	40
värv	NOUN	Gen	Sing	tiib	NOUN	Com	Plur	värvi tiibadega	Mis ___värvi___ ___tiibadega___ putukat sa kõige enne kevadel näed , selline tuleb sinu suvi .	38625	96
mai_kuu	NOUN	Gen	Sing	kesk_paik	NOUN	Ter	Sing	maikuu keskpaigani	Heakorrakuu kestab ___maikuu___ ___keskpaigani___ .	39063	8
esma_mulje	NOUN	Gen	Sing	loomine	NOUN	Com	Sing	esmamulje loomisega	Kui sisened ruumi , kus toimub sulle oluline kohtumine , mõtle kindlasti asjadele , mis kaasnevad positiivse ___esmamulje___ ___loomisega___ , kuid eelnevad esitlemisele .	39254	4
mootor	NOUN	Gen	Sing	abi	NOUN	Abe	Sing	mootori abita	Ei ole olemas teist niisugust spordiala , kus saab teha sama kõrgeid hüppeid ilma ___mootori___ ___abita___ .	39440	7
saar	NOUN	Gen	Sing	põli_sasukas	NOUN	Com	Plur	saare põlisasukatega	Siin võib tutvuda ___saare___ ___põlisasukatega___ , saarel on ka turismitalusid , postkontor , sadamas kalatehas ja saare keskel kauplus .	39615	73
juuni	NOUN	Gen	Sing	algus	NOUN	Ter	Sing	juuni alguseni	Soomes võib näiteks päris põhjas kuni ___juuni___ ___alguseni___ sõita .	39988	22
aasta	NOUN	Gen	Plur	lõpp	NOUN	Com	Sing	aastate lõpuga	Kaheksakümnendate ___aastate___ ___lõpuga___ ja Eesti esimese breigilainega võrreldes hindab treener praegust seisu üsna heaks .	40736	906
hobi	NOUN	Gen	Sing	ratsutamine	NOUN	Com	Sing	hobi ratsutamisega	Karim kavandab juba poegi ja planeerib neid Koraani järgi kasvatada , aga neiu on oma tuleviku sidunud ammuse ___hobi___ ___ratsutamisega___ .	40888	31
abi_kaasa	NOUN	Gen	Sing	vanem	NOUN	Com	Plur	abikaasa vanematega	Elatakse koos ühe ___abikaasa___ ___vanematega___ .	40914	33
UFO	NOUN	Gen	Plur	uurimine	NOUN	Ter	Sing	UFOde uurimiseni	Täitsin erisuguseid ülesandeid , ilmavaatlustest kuni ___UFOde___ ___uurimiseni___ .	41028	1
saadik	NOUN	Gen	Sing	valija	NOUN	Com	Plur	saadik valijatega	Kõigepealt räägib Riigikogu ___saadik___ ___valijatega___ .	41164	8
kuninga_paar	NOUN	Gen	Sing	elu_lugu	NOUN	Com	Sing	kuningapaari elulooga	Nii on nad põhjalikult tutvunud Rootsi ___kuningapaari___ ja biitlite ___elulooga___ , uurinud Bill Clintoni ja Marlene Dietrichi tegemisi .	41319	2
kere	NOUN	Gen	Sing	vatiin	NOUN	Com	Sing	kere vatiiniga	Seejärel kinnitatakse külge puidust käedetailid ja kaetakse ___kere___ ___vatiiniga___ .	41337	6
president	NOUN	Gen	Sing	pilt	NOUN	Com	Sing	presidendi pildiga	Meil on siin ___presidendi___ ___pildiga___ või loomade pildiga .	41800	48
loom	NOUN	Gen	Plur	pilt	NOUN	Com	Sing	loomade pildiga	Meil on siin presidendi pildiga või ___loomade___ ___pildiga___ .	41800	190
president	NOUN	Gen	Sing	pilt	NOUN	Com	Sing	Presidendi pildiga	___Presidendi___ ___pildiga___ ikka jah .	41801	48
bänd	NOUN	Gen	Sing	liige	NOUN	Com	Sing	bändi liikmega	Raske oli leida neiut , kes poleks soovinud abielluda mõne selle ___bändi___ ___liikmega___ .	42244	30
