child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
laps	NOUN	Gen	Plur	unistus	NOUN	Par	Plur	laste unistusi	Täna rääkisime eesti keele tunnis ühest organisatsioonist , mis viib ellu haigete ___laste___ ___unistusi___ .	14737	810
organisatsioon	NOUN	Gen	Sing	kodu_leht	NOUN	Par	Sing	organisatsiooni kodulehte	Õpetaja näitas meile selle ___organisatsiooni___ ___kodulehte___ ( vaata sina ka : www.minuunistustepaev.ee ) ja me vaatasime nende kohta ka videoid .	14739	12
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Enne kui ma voodist üles tõusen , olen ___tund___ ___aega___ telefonis .	14749	555
plakat	NOUN	Gen	Sing	esitlus	NOUN	Par	Sing	plakati esitlust	Pärast iga ___plakati___ ___esitlust___ küsige täpsustavaid küsimusi .	14824	34
plakat	NOUN	Gen	Sing	tutvustus	NOUN	Par	Sing	plakati tutvustust	Pärast ___plakati___ ___tutvustust___ saab kolm õpilast võimaluse esinejatelt oma küsimus küsida .	14826	34
klass	NOUN	Gen	Sing	tegevus	NOUN	Par	Sing	klassi tegevust	Laura ___klassi___ kolm ___tegevust___ olid õunte söömine , jalgrattaga sõitmine ja filmide vaatamine .	14849	502
vanem	NOUN	Gen	Plur	vestlus	NOUN	Par	Sing	vanemate vestlust	Täna juhtus aga nii , et ma kuulsin kogemata ___vanemate___ ___vestlust___ pealt .	14985	316
laps	NOUN	Gen	Plur	soov	NOUN	Par	Plur	laste soove	Ma küll tahan väga oma ___laste___ ___soove___ täita , aga ma usun , et selleks ei pea ostma kalleid kingitusi või sõitma välismaale puhkama .	15010	810
vanem	NOUN	Gen	Plur	vestlus	NOUN	Par	Sing	vanemate vestlust	Miks Teele ___vanemate___ ___vestlust___ pealt kuulas ?	15021	316
õppimine	NOUN	Gen	Sing	kord	NOUN	Par	Sing	Õppimise korda	___Õppimise___ ajal ära ___korda___ tuimalt sõnu , vaid kujuta seda kõike endale ette .	15075	82
kogus	NOUN	Gen	Sing	kapsas	NOUN	Par	Sing	koguse kapsast	Seepärast läks memme isa aita väikese kirvega ja raius kapsatünnist paraja ___koguse___ ___kapsast___ , mida soojendada !	15137	6
minut	NOUN	Par	Sing	aeg	NOUN	Par	Sing	minutit aega	Nüüd on teil viis ___minutit___ ___aega___ , et see uudis , mille juures te seisate , läbi lugeda .	15228	105
soomlane	NOUN	Gen	Plur	jõulu_toide	NOUN	Par	Plur	Soomlaste jõulutoite	___Soomlaste___ üks tähtsamaid ___jõulutoite___ on jõulupraad ehk kinkku - ahjusink , mis on maitsestatud vürtsidega .	15247	32
ema	NOUN	Gen	Sing	sünni_päev	NOUN	Par	Sing	ema sünnipäeva	Me tähistame pühapäeval ___ema___ ___sünnipäeva___ .	15257	549
jõulud	NOUN	Gen	Plur	algus	NOUN	Par	Sing	jõulude algust	Seal inimesed laulavad , söövad kooki ja tähistavad ___jõulude___ ___algust___ .	15271	92
jõulu_laut	NOUN	Gen	Sing	istumine	NOUN	Par	Sing	jõululauda istumist	Enne ___jõululauda___ ___istumist___ ja söömist on igale inimesele ette nähtud üks bonbon - papist kommikujuline asi , mille sees on üllatus .	15338	2
õpetaja	NOUN	Gen	Plur	päev	NOUN	Par	Sing	õpetajate päeva	Head ___õpetajate___ ___päeva___ !	15926	475
vaba_riik	NOUN	Gen	Sing	aasta_päev	NOUN	Par	Sing	vabariigi aastapäeva	Head ___vabariigi___ ___aastapäeva___ !	15931	15
aasta	NOUN	Gen	Sing	lõpp	NOUN	Par	Sing	aasta lõppu	Head vana ___aasta___ ___lõppu___ !	15934	906
kass	NOUN	Gen	Sing	lemmik_mängu_asi	NOUN	Par	Plur	kassi lemmikmänguasi	Nüüd ongi nii , et see on meie ___kassi___ ___lemmikmänguasi___ .	15961	79
ﬁlmi	NOUN	Gen	Sing	algus	NOUN	Par	Sing	ﬁlmi algust	Enne ___ﬁlmi___ ___algust___ otsustasid nad omavahel kohad vahetada .	16323	2
raamat	NOUN	Gen	Sing	läbi_lugemine	NOUN	Par	Sing	raamatu läbilugemist	Pärast iga ___raamatu___ ___läbilugemist___ tuleb kirjalikult vastata kümnele raamatu kohta käivale küsimusele .	17235	289
inimene	NOUN	Gen	Plur	päästmine	NOUN	Par	Sing	inimeste päästmist	Tuletõrjujad alustavad ___inimeste___ ___päästmist___ ja maja kustutamist .	17405	1323
maja	NOUN	Gen	Sing	kustutamine	NOUN	Par	Sing	maja kustutamist	Tuletõrjujad alustavad inimeste päästmist ja ___maja___ ___kustutamist___ .	17405	197
kuu	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	kuu aega	Täiesti uus , alles ___kuu___ ___aega___ tagasi sain selle sünnipäevaks .	17427	156
pidu	NOUN	Gen	Sing	lõpp	NOUN	Par	Sing	peo lõppu	Pärast ___peo___ ___lõppu___ sa oma asju garderoobist ei leidnud .	17454	46
kelder	NOUN	Gen	Sing	kord	NOUN	Par	Sing	keldri korda	Me puhastasime prahist pööningu , vanaisa lubas aga ___keldri___ ___korda___ teha .	17519	7
pääste_teenistus	NOUN	Gen	Sing	töötaja	NOUN	Par	Sing	päästeteenistuse töötajat	Ootame ___päästeteenistuse___ ___töötajat___ .	17556	5
nädal	NOUN	Gen	Plur	viis	NOUN	Par	Sing	nädalate viisi	Sääraseid aga , kes halbade kavatsustega metsa hulkuma tulid , näiteks metsavargad , salakütid või röövlid , eksitas metsarahvas sügavasse laande , kus nad siis ___nädalate___ ___viisi___ näljast nõrkedes tulutult väljapääsu otsisid või viimaks hoopistükkis huntide ja karude saagiks langesid .	17597	225
vana-aasta	NOUN	Gen	Sing	õhtu	NOUN	Par	Sing	vana-aasta õhtut	Iirimaal hakati keltide ___vana-aasta___ ___õhtut___ , 31. oktoobrit nimetama halloween'iks - kõigi pühakute päevaks .	17631	4
rähni_eide	NOUN	Gen	Plur	lobisemine	NOUN	Par	Sing	rähnieide lobisemist	Metsavaimu perenaine oli rahuliku ja kannatliku meelega , ainult tema üksi jõudiski ___rähnieide___ ___lobisemist___ kuulata .	17659	1
laht	NOUN	Gen	Sing	varvas	NOUN	Par	Plur	lahe varbaid	Kingpool on vastutustundlik loodusesõber , kes on oma kinganinad maha lõiganud , et tal oleks ___lahe___ ___varbaid___ liigutada .	17679	20
muinas_jutt	NOUN	Gen	Sing	peal_kiri	NOUN	Par	Plur	muinasjutu pealkirju	Mõelge teemat sissejuhatavate piltide põhjal ___muinasjutu___ ___pealkirju___ .	17716	25
muinas_jutt	NOUN	Gen	Sing	variant	NOUN	Par	Sing	muinasjutu varianti	Arutage oma ___muinasjutu___ ___varianti___ õpetajaga .	17717	25
töö_riist	NOUN	Gen	Plur	kast	NOUN	Par	Sing	tööriistade kasti	Lepime nüüd kokku , et sina , Annika , koristad oma mängunurga , mina teen sahtlid korda ja isa korrastab oma ___tööriistade___ ___kasti___ .	17779	16
esik	NOUN	Gen	Sing	põranda_riie	NOUN	Par	Sing	esiku põrandariide	Lõpuks viib ta prahi õue prügikonteinerisse ning klopib õues ka ___esiku___ ___põrandariide___ puhtaks .	17832	18
külaline	NOUN	Gen	Plur	saabumine	NOUN	Par	Sing	külaliste saabumist	Ja ongi jälle kõik niisama puhas ja korras nagu enne ___külaliste___ ___saabumist___ .	17833	56
internet	NOUN	Gen	Sing	kasutus	NOUN	Par	Sing	interneti kasutust	Ja mis puutub minu telefoniarvesse , siis , nagu sa tead , hõlmab mu telefonipakett ka ___interneti___ ___kasutust___ .	17864	107
vee_arve	NOUN	Nom	Sing	euro	NOUN	Par	Sing	veearve eurot	Eelmise kuu gaasiarve oli 27 eurot , elektriarve oli 95 eurot , ___veearve___ 23 ___eurot___ ja internetiarve 22 eurot .	17869	1
euro	NOUN	Par	Sing	sent	NOUN	Par	Sing	eurot senti	Arve prügiveo eest oli detsembris 6 eurot 40 senti , kütte eest 57 ___eurot___ 80 ___senti___ .	17870	108
silma_tilk	NOUN	Par	Sing	salv	NOUN	Par	Sing	silmatilku salvi	Kas meil on veel eelmisest korrast ___silmatilku___ või antibiootilist ___salvi___ alles ?	18151	1
juus	NOUN	Gen	Plur	värv	NOUN	Par	Sing	juuste värvi	Palun hüvitada mulle tekitatud moraalne kahju ja vahetada ostetud šampoon ___juuste___ naturaalset ___värvi___ taastava šampooni vastu .	18378	92
eemaldamine	NOUN	Gen	Sing	kreem	NOUN	Par	Sing	eemaldamise kreemi	Ostsid tedretähnide ___eemaldamise___ ___kreemi___ .	18379	1
kool	NOUN	Gen	Sing	laps	NOUN	Par	Plur	kooli lapsi	Võib-olla näitaksingi ainult oma ___kooli___ ___lapsi___ , kuidas nad laulu- ja tantsupeoks valmistusid ja proove tegid , kuidas koos teiste peolistega rongkäigus lauluväljakule liikusid , kuidas laululaval laulsid ja staadionil tantsisid .	18396	1013
kooli_võimla	NOUN	Nom	Sing	rahva_tantsus_amme	NOUN	Par	Plur	koolivõimlas rahvatantsusamme	Mis võluvägi see küll on , mis paneb noori mitte ainult diskoõhtul tantsima , vaid ka ___koolivõimlas___ ___rahvatantsusamme___ harjutama ?	18406	1
lill	NOUN	Gen	Sing	leht	NOUN	Par	Plur	lille lehti	Mõned inimesed kasutavad ___lille___ ___lehti___ kevadel salatina .	18444	124
pakk	NOUN	Nom	Sing	kartuli_krõps	NOUN	Par	Sing	pakk kartulikrõpse	Samas märkan lähenevat sõbrannat , käes Sprite’i - pudel ja suur ___pakk___ ___kartulikrõpse___ .	18460	18
meeskond	NOUN	Par	Sing	mängija	NOUN	Par	Plur	meeskonda mängijaid	Kehalise kasvatuse tunnis valivad kaks kaptenit pallimängu jaoks oma ___meeskonda___ ___mängijaid___ .	18536	27
muinas_jutt	NOUN	Gen	Sing	mõte	NOUN	Par	Sing	muinasjutu mõtet	Kas suure tuletorni ja väikese jaaniussi vastandamine aitab ___muinasjutu___ peamist ___mõtet___ paremini mõista ?	18558	25
konn	NOUN	Nom	Sing	tähtsus	NOUN	Par	Sing	konn tähtsust	Sai emakeeles viie ja nüüd on nagu täispuhutud ___konn___ ___tähtsust___ täis .	18614	39
suur_jooksus	NOUN	Par	Sing	osa	NOUN	Par	Sing	suurjooksust osa	Oleme ju sinuga mitu korda sellest ___suurjooksust___ ___osa___ võtnud .	18652	1
loom	NOUN	Gen	Plur	nimetus	NOUN	Par	Plur	loomade nimetusi	Pean oskama ___loomade___ ___nimetusi___ kirjutada .	18666	190
töö	NOUN	Gen	Sing	õigsus	NOUN	Par	Sing	töö õigsust	Kontrolli ___töö___ ___õigsust___ õpiku järgi .	18689	552
kodu_kulu	NOUN	Gen	Plur	euro	NOUN	Par	Sing	kodukulude eurot	Ema hoidis alles kõik ühe kuu arvete tšekid ja nüüd teame täpselt , et toidule kulus 329 eurot , ___kodukulude___ peale 167 ___eurot___ , teatripiletite peale 47 eurot , kõnedele neljalt mobiiltelefonilt 69 eurot .	18771	1
ravim_taim	NOUN	Gen	Plur	raamat	NOUN	Par	Sing	Ravimtaimede raamatut	___Ravimtaimede___ ___raamatut___ .	18907	3
lill	NOUN	Gen	Sing	nimetus	NOUN	Par	Sing	lille nimetust	Nimeta 10 ___lille___ ___nimetust___ .	18925	124
suvi	NOUN	Gen	Sing	algus	NOUN	Par	Sing	suve algust	Jah , viimased sekundid , enne ___suve___ ___algust___ .	19053	368
aasta	NOUN	Gen	Sing	sekund	NOUN	Par	Plur	aasta sekundeid	Mul on selline tunne , nagu oleks aastavahetus ja meie loeme vana ___aasta___ viimaseid ___sekundeid___ .	19057	906
koer	NOUN	Par	Sing	dingo	NOUN	Par	Sing	koera dingot	Ei , ma ujun parem metsikut ___koera___ ___dingot___ , käpad põhjas .	19097	182
tuup	NOUN	Par	Sing	pasta	NOUN	Par	Sing	tuubi pastat	Kas võtta üks tuub või kaks ___tuubi___ ___pastat___ ?	19100	5
asi	NOUN	Gen	Plur	nime_kiri	NOUN	Par	Sing	asjade nimekirja	Kas mina võin ___asjade___ ___nimekirja___ teha ?	19452	442
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Jaa , palun , Maria , sul on juba ___tükk___ ___aega___ käsi püsti .	19485	30
ema	NOUN	Gen	Sing	nägu	NOUN	Par	Sing	ema nägu	Ma tahaksin näha oma ___ema___ ___nägu___ , kui ma ütleksin talle , et sõidame klassiga ekskursioonile kolmeks nädalaks !	19507	549
reisi_büroo	NOUN	Gen	Sing	teenus	NOUN	Par	Plur	reisibüroo teenuseid	Kui te reisite perega , kas te kasutate ___reisibüroo___ ___teenuseid___ või koostate ise marsruudi ?	19667	4
film	NOUN	Gen	Sing	näitus	NOUN	Par	Sing	filmi- näitust	Kutsume vaatama ka ___filmi-___ ja teatrinukkude ___näitust___ .	20115	241
hunnik	NOUN	Gen	Sing	harjutus	NOUN	Par	Plur	hunniku harjutusi	Esimesed soojendusharjutused ning siit pärast seda me läheme keskele , teeme seal igavese ___hunniku___ ___harjutusi___ .	20430	1
etendus	NOUN	Gen	Sing	algus	NOUN	Par	Sing	etenduse algust	Laupäeval kolmest seitsmeni ja tund enne ___etenduse___ ___algust___ .	20487	90
üli_kool	NOUN	Gen	Sing	reaa_laine	NOUN	Par	Plur	ülikooli reaalaineid	Tema perekond aga loodab , et Anna läheb ___ülikooli___ ___reaalaineid___ õppima .	20747	98
looma_liik	NOUN	Gen	Sing	rahva_laul	NOUN	Par	Sing	loomaliigi rahvalaulu	Võistluse peaauhinna saab see , kel õnnestub salvestada maailma kõige vanema ___loomaliigi___ , müütiliste tuldpurskavate lohede ___rahvalaulu___ .	20752	7
komöödia	NOUN	Gen	Sing	vaatamine	NOUN	Par	Sing	komöödia vaatamist	Pärast lõbusa ___komöödia___ ___vaatamist___ on tuju alati hea .	20768	8
film	NOUN	Par	Sing	vaatamine	NOUN	Par	Sing	filmi vaatamist	Väiksena , kui ma mõnikord vaatasin õudusfilme , jooksin alati pärast ___filmi___ ___vaatamist___ ema ja isa voodisse magama .	20770	241
küsimus	NOUN	Gen	Plur	moodustamine	NOUN	Par	Sing	küsimuste moodustamist	Kuna meil on praegu teiega filmiteema , siis harjutame täna ___küsimuste___ ___moodustamist___ .	20783	193
kino	NOUN	Gen	Sing	pilet	NOUN	Par	Plur	kino pileteid	Apollo ___kino___ ___pileteid___ saab osta kino kassast , Apollo kino veebilehelt www.apollokino.ee või Apollo Kino mobiilirakenduse abil .	20869	116
seans	NOUN	Gen	Sing	algus	NOUN	Par	Sing	seansi algust	Kassa avatakse üks tund enne esimese ___seansi___ ___algust___ .	20870	6
tund	NOUN	Nom	Sing	algus	NOUN	Par	Sing	tund algust	Üks ___tund___ enne esimese seansi ___algust___ .	20879	555
seans	NOUN	Gen	Sing	algus	NOUN	Par	Sing	seansi algust	Üks tund enne esimese ___seansi___ ___algust___ .	20879	6
seans	NOUN	Gen	Sing	algus	NOUN	Par	Sing	seansi algust	Kolm D prillid saab kinokülastaja enne ___seansi___ ___algust___ saalitöötajalt .	20885	6
tilk	NOUN	Par	Sing	vesi	NOUN	Par	Sing	tilka vett	Kas sa tead kedagi , kes on sarnased nagu kaks ___tilka___ ___vett___ ?	20951	2
kohv	NOUN	Par	Sing	müüt	NOUN	Par	Plur	kohvi müüte	Kas te ___kohvi___ ka kaasa ___müüte___ ?	21149	33
vaba_riik	NOUN	Gen	Sing	sünni_päev	NOUN	Par	Sing	vabariigi sünnipäeva	Meie tähistame ___vabariigi___ ___sünnipäeva___ , lihavõtteid , jaanipäeva , emadepäeva , taasiseseisvumispäeva , isadepäeva , jõule , vana-aasta õhtut , sünnipäevi .	21276	15
vilja_õnne	NOUN	Gen	Sing	karja_õnne	NOUN	Par	Plur	viljaõnne karjaõnne	Vanasti usuti , et mardid toovad ___viljaõnne___ ja kadrid ___karjaõnne___ .	21283	2
vaba_riik	NOUN	Gen	Sing	aasta_päev	NOUN	Par	Sing	vabariigi aastapäeva	Kuidas te ___vabariigi___ ___aastapäeva___ tähistate ?	21293	15
lipp	NOUN	Gen	Sing	heiskamine	NOUN	Par	Sing	lipu heiskamist	Hommikul käime Pika Hermanni torni juures ___lipu___ ___heiskamist___ vaatamas .	21295	13
paraat	NOUN	Gen	Sing	otse_üle_kanne	NOUN	Par	Sing	paraadi otseülekannet	Vaatame sellel päeval ka lastega linnas paraadi või telerist ___paraadi___ ___otseülekannet___ televiisorist .	21297	4
laps	NOUN	Gen	Plur	sünni_päev	NOUN	Par	Plur	laste sünnipäevi	Kuid samas oleme ___laste___ ___sünnipäevi___ ka kuskil väljas pidanud - näiteks filmimuuseumis , batuudikeskuses , Lennusadamas või virtuaalreaalsuse keskuses .	21335	810
liik	NOUN	Par	Sing	seen	NOUN	Par	Plur	liiki seeni	Eestis leidub 3500 ___liiki___ ___seeni___ .	21572	49
osa	NOUN	Nom	Sing	poiss	NOUN	Par	Plur	Osa poisse	___Osa___ ___poisse___ ja tüdrukuid on isegi maadlusvõistlustel käinud .	21649	236
gümnaasium	NOUN	Gen	Sing	võimal	NOUN	Par	Sing	gümnaasiumi võimlat	Tallinna raskejõustikukool kasutab ___gümnaasiumi___ ___võimlat___ maadlustreeninguteks .	21655	37
kool	NOUN	Gen	Sing	sportlane	NOUN	Par	Plur	kooli sportlasi	Kes intervjueerib ___kooli___ paremaid ___sportlasi___ ?	21675	1013
garantiia	NOUN	Nom	Sing	aasta	NOUN	Par	Sing	Garantiiaeg aastat	___Garantiiaeg___ 2 ___aastat___ .	21950	1
parv_kalu	NOUN	Par	Plur	barbus	NOUN	Par	Plur	parvkalu barbuseid	Kõigepealt tuleb selgeks teha , kas tahetakse pidada sooja- või külmaveekalu , suuri skalaare või väikesi gupisid , kas rahulikke kalu või äkilisi ___parvkalu___ ___barbuseid___ ?	21987	1
akvaarium	NOUN	Gen	Sing	klaas_pind	NOUN	Par	Sing	akvaariumi klaaspinda	Akvaariumi hooldamise ajal tuleb vahetada umbes 10% veest , pesta kergelt filtris olevat svammi ja puhastada ___akvaariumi___ ___klaaspinda___ .	22008	39
kala	NOUN	Gen	Plur	seisund	NOUN	Par	Sing	kalade seisundit	Palja silmaga on ___kalade___ tervislikku ___seisundit___ raske hinnata .	22027	77
asi	NOUN	Gen	Plur	teadmine	NOUN	Par	Sing	asjade teadmist	Siis hakkasid aga õpetajad nõudma niisuguste ___asjade___ ___teadmist___ , mis mind üldse ei huvitanud , ja sellest ajast kadus mul huvi õpetajaks saada .	22150	442
laste_muusikool	NOUN	Gen	Sing	lõpetaja	NOUN	Par	Sing	lastemuusikakooli lõpetajat	Aga mul on mitu tuttavat , meie ___lastemuusikakooli___ ___lõpetajat___ seal õppimas ja nad räägivad , et neid võeti koolis väga sõbralikult vastu ning et ka õpetajad on toredad ja arusaajad inimesed .	22174	2
firma	NOUN	Gen	Sing	töötaja	NOUN	Par	Sing	firma töötajat	Jään siis teie ___firma___ ___töötajat___ reedel kella kolmeks ootama .	22233	71
loom	NOUN	Gen	Plur	elu	NOUN	Par	Sing	loomade elu	Ta armastab viibida looduses , jälgida ___loomade___ ja lindude ___elu___ , teha aiatööd ja kasvatada lilli ning mitmesuguseid eksootilisi taimi .	22237	190
matemaatika	NOUN	Gen	Sing	vale_meas	NOUN	Par	Plur	matemaatika valemeid	Ta mõistab hästi ___matemaatika___ ja füüsika ___valemeid___ , keemia sümboleid , statistilisi tabeleid .	22257	56
keemia	NOUN	Gen	Sing	sümbol	NOUN	Par	Plur	keemia sümboleid	Ta mõistab hästi matemaatika ja füüsika valemeid , ___keemia___ ___sümboleid___ , statistilisi tabeleid .	22257	11
põhi_kool	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	põhikooli lõpetamist	Kuhu tahab pärast ___põhikooli___ ___lõpetamist___ õppima minna Anna ?	22291	23
põhi_kool	NOUN	Gen	Sing	lõpetamine	NOUN	Par	Sing	põhikooli lõpetamist	Kus tahab pärast ___põhikooli___ ___lõpetamist___ õpinguid jätkata Anton ?	22293	23
akvaariumi_kala	NOUN	Gen	Plur	elu	NOUN	Par	Sing	akvaariumikalade elu	Ma jälgin ___akvaariumikalade___ ___elu___ .	22385	4
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Ta on sellest juba ___tükk___ ___aega___ unistanud , aga kunagi pole aega olnud .	22429	30
muuseum	NOUN	Gen	Sing	rahvas	NOUN	Par	Sing	muuseumi rahvast	Võiski arvata , et sel päeval koguneb ___muuseumi___ ___rahvast___ rohkem kui muidu .	22444	113
talu	NOUN	Gen	Sing	ostmine	NOUN	Par	Sing	talu ostmist	Juba enne Kurgja ___talu___ ___ostmist___ oli Carl Robert Jakobson laia silmaringiga kultuuritegelane , rahvusliku liikumise juht , lugupeetud pedagoog , andekas ja viljakas kooliõpikute kirjutaja .	22445	37
maa	NOUN	Gen	Sing	harimine	NOUN	Par	Sing	maa harimist	Oma kõnedeski õpetas Jakobson põllumehi hindama ___maa___ ___harimist___ ja väetamist , põlluheina kasvatamist , korralike õhurikaste lautade ehitamist , tõukarja ja mesilaste pidamist , juustu valmistamist , aiandust .	22450	202
põllu_heid	NOUN	Gen	Sing	kasvatamine	NOUN	Par	Sing	põlluheina kasvatamist	Oma kõnedeski õpetas Jakobson põllumehi hindama maa harimist ja väetamist , ___põlluheina___ ___kasvatamist___ , korralike õhurikaste lautade ehitamist , tõukarja ja mesilaste pidamist , juustu valmistamist , aiandust .	22450	1
laut	NOUN	Gen	Plur	ehitamine	NOUN	Par	Sing	lautade ehitamist	Oma kõnedeski õpetas Jakobson põllumehi hindama maa harimist ja väetamist , põlluheina kasvatamist , korralike õhurikaste ___lautade___ ___ehitamist___ , tõukarja ja mesilaste pidamist , juustu valmistamist , aiandust .	22450	17
tõu_kari	NOUN	Gen	Sing	pidamine	NOUN	Par	Sing	tõukarja pidamist	Oma kõnedeski õpetas Jakobson põllumehi hindama maa harimist ja väetamist , põlluheina kasvatamist , korralike õhurikaste lautade ehitamist , ___tõukarja___ ja mesilaste ___pidamist___ , juustu valmistamist , aiandust .	22450	1
juust	NOUN	Gen	Sing	valmistamine	NOUN	Par	Sing	juustu valmistamist	Oma kõnedeski õpetas Jakobson põllumehi hindama maa harimist ja väetamist , põlluheina kasvatamist , korralike õhurikaste lautade ehitamist , tõukarja ja mesilaste pidamist , ___juustu___ ___valmistamist___ , aiandust .	22450	20
tõug	NOUN	Gen	Sing	kana	NOUN	Par	Plur	tõugu kanu	Majapidamises oli eri ___tõugu___ ___kanu___ , parte , hanesid .	22458	3
talu_muuseum	NOUN	Gen	Sing	mulje	NOUN	Par	Plur	talumuuseumi muljeid	Tõnis jagab vanaisale Kurgja ___talumuuseumi___ ___muljeid___ .	22555	8
kanarbik	NOUN	Gen	Sing	nimetus	NOUN	Par	Sing	kanarbiku nimetust	Aga ___kanarbiku___ ___nimetust___ - Heidekraut - ma suisa armastan .	22674	1
õe-vend	NOUN	Gen	Sing	tuleviku_plaan	NOUN	Par	Plur	õe-venna tulevikuplaane	Tutvustage Annat ja Antonit , nende vanemaid , kodulinna ja kodu , ___õe-venna___ ___tulevikuplaane___ ja huvisid .	22702	3
pae_kivi	NOUN	Gen	Sing	liige	NOUN	Par	Plur	paekivi liike	Dolomiit on üks ___paekivi___ ___liike___ .	22755	11
maja	NOUN	Gen	Plur	välis_sein	NOUN	Par	Sing	majade välisseinu	Sellega kaetakse ___majade___ ___välisseinu___ .	22759	197
linn	NOUN	Gen	Sing	panoraam	NOUN	Par	Sing	linna panoraami	Laevatekilt nägi Tšaikovski esiteks Oleviste kiriku torni , siis aga kogu ___linna___ ___panoraami___ .	22769	269
liik	NOUN	Gen	Sing	seen	NOUN	Par	Plur	liigi seeni	Kõikjal metsades kasvab üle 300 ___liigi___ ___seeni___ , nende hulgas on tuntud söögiseeni umbes 100 liiki .	22793	49
paik	NOUN	Gen	Plur	rahva_rõigas	NOUN	Par	Plur	paikade rahvarõivaid	Nii on võimalik tundma õppida Eesti erinevate ___paikade___ ___rahvarõivaid___ kaunistavaid mustreid ja uurida , mis sõnumit need mustrid kannavad .	22818	36
rahva_rõigas	NOUN	Par	Plur	muster	NOUN	Par	Plur	rahvarõivaid mustreid	Nii on võimalik tundma õppida Eesti erinevate paikade ___rahvarõivaid___ kaunistavaid ___mustreid___ ja uurida , mis sõnumit need mustrid kannavad .	22818	1
koondis	NOUN	Gen	Sing	võistlus	NOUN	Par	Sing	koondise võistlust	Tädimees ei jäta ühtki ___koondise___ ___võistlust___ vaatamata .	22898	4
aasta	NOUN	Par	Sing	võõr_keel	NOUN	Par	Sing	aastat võõrkeelt	Mitmendat aastat sa õpid eesti keelt , mitmendat ___aastat___ mõnd muud ___võõrkeelt___ ?	22911	906
riigi_kogu	NOUN	Gen	Sing	liige	NOUN	Par	Sing	riigikogu liiget	Minu teada pole meie suguvõsas ei ühtegi tuntud poliitikut , ministrit ega ___riigikogu___ ___liiget___ .	22981	5
mesinik	NOUN	Gen	Plur	kokku_tulek	NOUN	Par	Plur	mesinike kokkutulekuid	Igal aastal korraldas ta ___mesinike___ ___kokkutulekuid___ , külastas ise mesindusnäitusi .	22993	3
vana_isa	NOUN	Gen	Sing	ise_loom	NOUN	Par	Sing	vanaisa iseloomu	Imetlen ___vanaisa___ ___iseloomu___ .	23005	123
vana_isa	NOUN	Gen	Sing	töökus	NOUN	Par	Sing	vanaisa töökust	Imetlen ___vanaisa___ ___töökust___ .	23010	123
vana_ema	NOUN	Gen	Sing	õde	NOUN	Par	Sing	vanaema õde	Tavaliselt tulevad ___vanaema___ kaks ___õde___ ja vend oma laste ja lastelaste ning viimastel aastatel ka lastelastelastega .	23092	220
vana_isa	NOUN	Gen	Sing	töökus	NOUN	Par	Sing	vanaisa töökust	Imetlen ___vanaisa___ ___töökust___ .	23151	123
kirik	NOUN	Gen	Plur	arhitektuur	NOUN	Par	Sing	kirikute arhitektuuri	Seejärel võiksime all-linnas natuke ringi jalutada , linnamüüri vaadata , ___kirikute___ ___arhitektuuri___ uurida .	23211	82
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Otsisime ___tükk___ ___aega___ malenuppe .	23311	30
keel	NOUN	Gen	Sing	õpik	NOUN	Par	Sing	keele õpikut	Otsin eesti ___keele___ ___õpikut___ .	23377	609
arhitektuur	NOUN	Gen	Sing	pärl	NOUN	Par	Plur	arhitektuuri pärle	Seejärel võiksime veel all-linnas ringi jalutada ja vaadata niisuguseid keskaegse ___arhitektuuri___ ___pärle___ nagu Suurgildi hoone , Mustpeade Vennaskonna hoone ja Kolm Õde .	23511	15
meister	NOUN	Gen	Sing	nimi	NOUN	Par	Sing	meistri nime	Siis lubas ehitusmeister kiriku tasuta valmis ehitada , kui tallinlased ___meistri___ ___nime___ teada saavad .	23535	15
päev	NOUN	Par	Sing	aeg	NOUN	Par	Sing	päeva aega	Peoni on veel mitu ___päeva___ ___aega___ .	23672	741
king	NOUN	Gen	Sing	saaja	NOUN	Par	Sing	kingi saajat	Selline kingitus rõõmustab nii ___kingi___ ___saajat___ kui ka kinkijat .	23677	22
kingitus	NOUN	Gen	Sing	saaja	NOUN	Par	Sing	kingituse saajat	Missugune kingitus rõõmustab nii kinkijat kui ka ___kingituse___ ___saajat___ ?	23686	103
pere	NOUN	Gen	Sing	tunne	NOUN	Par	Sing	pere tunnet	Kooli õpilasomavalitsus on arvamusel , et ühtse ___pere___ ___tunnet___ aitab suurendada ka koolivorm .	23782	277
oma_vanus	NOUN	Gen	Plur	sünni_päeva_pidu	NOUN	Par	Sing	omavanuste sünnipäevapidu	Millisena kujutad ette ideaalset ___omavanuste___ ___sünnipäevapidu___ ?	23797	1
